         1311378 function calls (1282198 primitive calls) in 2.097 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pyparsing.py:314(_ParseResultsWithOffset)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1363(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2383(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2975(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3130(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3792(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3818(NotAny)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3954(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4026(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4234(Combine)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4705(<lambda>)
        1    0.000    0.000    0.000    0.000 markers.py:34(InvalidMarker)
        1    0.000    0.000    0.000    0.000 dir_watcher.py:46(PolicyIgnore)
        1    0.000    0.000    0.000    0.000 dir_watcher.py:69(PolicyEnd)
        1    0.000    0.000    0.000    0.000 events.py:201(FileModifiedEvent)
        1    0.000    0.000    0.000    0.000 read_directory_changes.py:125(WindowsApiObserver)
        1    0.000    0.000    0.000    0.000 events.py:246(DirDeletedEvent)
        1    0.000    0.000    0.000    0.000 events.py:293(DirMovedEvent)
        1    0.000    0.000    0.000    0.000 file_stream.py:28(DefaultFilePolicy)
        1    0.000    0.000    0.000    0.000 file_stream.py:74(CRDedupeFilePolicy)
        1    0.000    0.000    0.000    0.000 serialization.py:198(_opener)
        1    0.000    0.000    0.000    0.000 serialization.py:209(_open_file)
        1    0.000    0.000    0.000    0.000 serialization.py:245(_open_zipfile_writer_file)
        1    0.000    0.000    0.000    0.000 tarfile.py:266(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:703(ExFileObject)
        1    0.000    0.000    0.000    0.000 _tensor_str.py:74(_Formatter)
        1    0.000    0.000    0.000    0.000 module.py:20(_IncompatibleKeys)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:136(_reduce_op)
        1    0.000    0.000    0.000    0.000 importer.py:17(ObjMismatchError)
        1    0.000    0.000    0.000    0.000 pickletools.py:174(ArgumentDescriptor)
        1    0.000    0.000    0.000    0.000 package_importer.py:569(_ModuleNode)
        1    0.000    0.000    0.000    0.000 _mock_zipreader.py:20(_HasStorage)
        1    0.000    0.000    0.000    0.000 pooling.py:969(AdaptiveMaxPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:994(AdaptiveMaxPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:1030(AdaptiveMaxPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:1135(AdaptiveAvgPool3d)
        1    0.000    0.000    0.000    0.000 function.py:90(FunctionMeta)
        1    0.000    0.000    0.000    0.000 _core.py:311(_dispatch_dtypes)
        1    0.000    0.000    0.000    0.000 profiler.py:650(emit_nvtx)
        1    0.000    0.000    0.000    0.000 profiler.py:991(FunctionEventAvg)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:201(SpectralNormStateDictHook)
        1    0.000    0.000    0.000    0.000 _functions.py:52(Gather)
        1    0.000    0.000    0.000    0.000 _functions.py:85(Scatter)
        1    0.000    0.000    0.000    0.000 _recursive.py:103(SourceContext)
        1    0.000    0.000    0.000    0.000 frontend.py:114(UnsupportedNodeError)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:113(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:26(ContextProp)
        1    0.000    0.000    0.000    0.000 __init__.py:41(PropModule)
        1    0.000    0.000    0.000    0.000 __init__.py:28(context)
        1    0.000    0.000    0.000    0.000 conv_fused.py:306(ConvBn2d)
        1    0.000    0.000    0.000    0.000 conv_fused.py:428(ConvBn3d)
        1    0.000    0.000    0.000    0.000 optimizer.py:10(_RequiredParameter)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:334(StepLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:382(MultiStepLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:430(ExponentialLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:926(CosineAnnealingWarmRestarts)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:27(DupSocket)
        1    0.000    0.000    0.000    0.000 connection.py:770(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:19(ExportTypes)
        1    0.000    0.000    0.000    0.000 utils.py:86(ObjectWrapper)
        1    0.000    0.000    0.000    0.000 constraints.py:215(_Boolean)
        1    0.000    0.000    0.000    0.000 constraints.py:225(_OneHot)
        1    0.000    0.000    0.000    0.000 constraints.py:355(_Interval)
        1    0.000    0.000    0.000    0.000 constraints.py:431(_LowerCholesky)
        1    0.000    0.000    0.000    0.000 __init__.py:13(cuFFTPlanCacheAttrContextProp)
        1    0.000    0.000    0.000    0.000 qconfig.py:16(QConfig)
        1    0.000    0.000    0.000    0.000 dataloader.py:550(_SingleProcessDataLoaderIter)
        1    0.000    0.000    0.000    0.000 worker.py:23(ManagerWatchdog)
        1    0.000    0.000    0.000    0.000 worker.py:113(_IterableDatasetStopIteration)
        1    0.000    0.000    0.000    0.000 fetch.py:7(_BaseDatasetFetcher)
        1    0.000    0.000    0.000    0.000 fetch.py:18(_IterableDatasetFetcher)
        1    0.000    0.000    0.000    0.000 decoder.py:103(ImageHandler)
        1    0.000    0.000    0.000    0.000 decoder.py:225(MatHandler)
        1    0.000    0.000    0.000    0.000 mean_average_precision.py:20(RetrievalMAP)
        1    0.000    0.000    0.000    0.000 imports.py:87(<listcomp>)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 caching.py:117(ReadAheadCache)
        1    0.000    0.000    0.000    0.000 caching.py:159(FirstChunkCache)
        1    0.000    0.000    0.000    0.000 caching.py:323(BytesCache)
        1    0.000    0.000    0.000    0.000 transaction.py:44(FileActor)
        1    0.000    0.000    0.000    0.000 transaction.py:62(DaskTransaction)
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:436(OptionDummy)
        1    0.000    0.000    0.000    0.000 extension.py:30(Extension)
        1    0.000    0.000    0.000    0.000 lazy_tensor_creator.py:27(LazyTensorCreator)
        1    0.000    0.000    0.000    0.000 errors.py:524(raise_exception_on_not_ok_status)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:40(_ArgumentParserCache)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:158(NumericParser)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:566(ListParser)
        1    0.000    0.000    0.000    0.000 _exceptions.py:44(DuplicateFlagError)
        1    0.000    0.000    0.000    0.000 _flag.py:307(BooleanFlag)
        1    0.000    0.000    0.000    0.000 _flag.py:326(EnumFlag)
        1    0.000    0.000    0.000    0.000 __init__.py:124(UserDataHandler)
        1    0.000    0.000    0.000    0.000 minidom.py:1213(CDATASection)
        1    0.000    0.000    0.000    0.000 minidom.py:1291(Identified)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:367(DOMImplementationLS)
        1    0.000    0.000    0.000    0.000 _validators_classes.py:131(MultiFlagsValidator)
        1    0.000    0.000    0.000    0.000 event_file_writer.py:33(AtomicCounter)
        1    0.000    0.000    0.000    0.000 gray.py:106(BgrToGrayscale)
        1    0.000    0.000    0.000    0.000 rgb.py:381(RgbToLinearRgb)
        1    0.000    0.000    0.000    0.000 hls.py:133(HlsToRgb)
        1    0.000    0.000    0.000    0.000 hsv.py:132(HsvToRgb)
        1    0.000    0.000    0.000    0.000 lab.py:121(RgbToLab)
        1    0.000    0.000    0.000    0.000 luv.py:147(LuvToRgb)
        1    0.000    0.000    0.000    0.000 ycbcr.py:92(YcbcrToRgb)
        1    0.000    0.000    0.000    0.000 yuv.py:98(YuvToRgb)
        1    0.000    0.000    0.000    0.000 flips.py:65(Rot180)
        1    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        5    0.000    0.000    0.000    0.000 inspect.py:2886(return_annotation)
        1    0.000    0.000    0.000    0.000 shutil.py:72(SameFileError)
        1    0.000    0.000    0.000    0.000 threading.py:743(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 __init__.py:13(CommError)
        1    0.000    0.000    0.000    0.000 __init__.py:1743(RootLogger)
        1    0.000    0.000    0.000    0.000 types.py:530(FloatParamType)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char_p)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 wintypes.py:111(_COORD)
        1    0.000    0.000    0.000    0.000 wintypes.py:115(POINT)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 six.py:144(MovedAttribute)
        5    0.000    0.000    0.000    0.000 six.py:239(exec_module)
        1    0.000    0.000    0.000    0.000 six.py:382(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 getpass.py:26(GetPassWarning)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 subprocess.py:105(SubprocessError)
        1    0.000    0.000    0.000    0.000 __init__.py:40(YAMLLoadWarning)
        1    0.000    0.000    0.000    0.000 events.py:21(CollectionStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:54(DocumentEndEvent)
        1    0.000    0.000    0.000    0.000 nodes.py:2(Node)
        1    0.000    0.000    0.000    0.000 scanner.py:32(ScannerError)
        1    0.000    0.000    0.000    0.000 scanner.py:35(SimpleKey)
        1    0.000    0.000    0.000    0.000 parser.py:69(ParserError)
        1    0.000    0.000    0.000    0.000 dumper.py:27(SafeDumper)
        1    0.000    0.000    0.000    0.000 emitter.py:14(EmitterError)
        1    0.000    0.000    0.000    0.000 emitter.py:17(ScalarAnalysis)
        1    0.000    0.000    0.000    0.000 representer.py:10(RepresenterError)
        1    0.000    0.000    0.000    0.000 parse.py:321(DefragResult)
        1    0.000    0.000    0.000    0.000 exceptions.py:7(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:89(HostChangedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:104(TimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:126(NewConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:146(LocationParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:248(InvalidHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:253(ProxySchemeUnknown)
        1    0.000    0.000    0.000    0.000 exceptions.py:262(HeaderParsingError)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 connection.py:65(DummyConnection)
        1    0.000    0.000    0.000    0.000 wait.py:14(NoWayToWaitForSocketError)
        1    0.000    0.000    0.000    0.000 response.py:65(GzipDecoderState)
        1    0.000    0.000    0.000    0.000 response.py:72(GzipDecoder)
        1    0.000    0.000    0.000    0.000 enums.py:32(ProbingState)
        1    0.000    0.000    0.000    0.000 enums.py:65(CharacterCategory)
        1    0.000    0.000    0.000    0.000 mbcsgroupprober.py:41(MBCSGroupProber)
        1    0.000    0.000    0.000    0.000 chardistribution.py:132(EUCKRDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 exceptions.py:84(InvalidHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:100(StreamConsumedError)
        1    0.000    0.000    0.000    0.000 pathlib.py:493(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:571(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:1033(PurePosixPath)
        1    0.000    0.000    0.000    0.000 request.py:1242(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 nturl2path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:600(SimpleCookie)
        1    0.000    0.000    0.000    0.000 core.py:16(IDNAError)
        1    0.000    0.000    0.000    0.000 hub.py:83(_InitGuard)
        1    0.000    0.000    0.000    0.000 hub.py:284(client)
        1    0.000    0.000    0.000    0.000 utils.py:917(ServerlessTimeoutWarning)
        1    0.000    0.000    0.000    0.000 _queue.py:27(Empty)
        4    0.000    0.000    0.000    0.000 api.py:25(overload)
        1    0.000    0.000    0.000    0.000 errors.py:31(DistutilsArgError)
        1    0.000    0.000    0.000    0.000 errors.py:67(DistutilsInternalError)
        1    0.000    0.000    0.000    0.000 log.py:16(__init__)
        1    0.000    0.000    0.000    0.000 _globals.py:30(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:99(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(AxisError)
        2    0.000    0.000    0.000    0.000 arrayprint.py:448(_recursive_guard)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1173(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 _internal.py:844(recursive)
        1    0.000    0.000    0.000    0.000 index_tricks.py:423(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:523(CClass)
        1    0.000    0.000    0.000    0.000 core.py:85(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:888(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 extras.py:1497(mr_class)
        1    0.000    0.000    0.000    0.000 protocols.py:66(Protocol)
        1    0.000    0.000    0.000    0.000 transports.py:166(DatagramTransport)
        1    0.000    0.000    0.000    0.000 windows_events.py:900(WindowsSelectorEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 windows_events.py:904(WindowsProactorEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 windows_utils.py:125(Popen)
        1    0.000    0.000    0.000    0.000 utils.py:15(deprecated)
        1    0.000    0.000    0.000    0.000 definition.py:539(GraphQLInputObjectField)
        1    0.000    0.000    0.000    0.000 ast.py:5(Node)
        1    0.000    0.000    0.000    0.000 ast.py:409(IntValue)
        1    0.000    0.000    0.000    0.000 ast.py:805(Name)
        1    0.000    0.000    0.000    0.000 ast.py:917(ObjectTypeDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:1281(TypeExtensionDefinition)
        1    0.000    0.000    0.000    0.000 directives.py:49(GraphQLDirective)
        1    0.000    0.000    0.000    0.000 visitor.py:9(Falsey)
        1    0.000    0.000    0.000    0.000 visitor.py:161(Visitor)
        1    0.000    0.000    0.000    0.000 lexer.py:35(Lexer)
        1    0.000    0.000    0.000    0.000 source.py:4(Source)
        1    0.000    0.000    0.000    0.000 validation.py:24(VariableUsage)
        1    0.000    0.000    0.000    0.000 http.py:1(HTTPTransport)
        1    0.000    0.000    0.000    0.000 configparser.py:1224(SafeConfigParser)
        1    0.000    0.000    0.000    0.000 git.py:188(FakeGitRepo)
        1    0.000    0.000    0.000    0.000 base.py:310(InvalidOStream)
        1    0.000    0.000    0.000    0.000 encoding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exc.py:9(ODBError)
        1    0.000    0.000    0.000    0.000 exc.py:16(InvalidGitRepositoryError)
        1    0.000    0.000    0.000    0.000 exc.py:74(GitCommandError)
        1    0.000    0.000    0.000    0.000 exc.py:81(CheckoutError)
        1    0.000    0.000    0.000    0.000 exc.py:115(HookExecutionError)
        1    0.000    0.000    0.000    0.000 exc.py:124(RepositoryDirtyError)
        1    0.000    0.000    0.000    0.000 suite.py:357(_DebugResult)
        1    0.000    0.000    0.000    0.000 argparse.py:662(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:897(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1077(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1645(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 diff.py:152(DiffIndex)
        1    0.000    0.000    0.000    0.000 data_types.py:103(_TableKey)
        1    0.000    0.000    0.000    0.000 data_types.py:1879(_AudioFileType)
        1    0.000    0.000    0.000    0.000 data_types.py:2531(_VideoFileType)
        1    0.000    0.000    0.000    0.000 data_types.py:2536(_HtmlFileType)
        1    0.000    0.000    0.000    0.000 artifacts.py:731(StorageLayout)
        1    0.000    0.000    0.000    0.000 magic.py:27(ArgumentException)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 context.py:322(SpawnProcess)
        1    0.000    0.000    0.000    0.000 server.py:16(Server)
        1    0.000    0.000    0.000    0.000 descriptor.py:52(Error)
        1    0.000    0.000    0.000    0.000 descriptor.py:754(OneofDescriptor)
        1    0.000    0.000    0.000    0.000 python_message.py:630(_FieldProperty)
        1    0.000    0.000    0.000    0.000 python_message.py:1477(_Listener)
        2    0.000    0.000    0.000    0.000 encoder.py:126(_SimpleSizer)
        1    0.000    0.000    0.000    0.000 type_checkers.py:235(Int32ValueChecker)
        1    0.000    0.000    0.000    0.000 type_checkers.py:268(FloatValueChecker)
        1    0.000    0.000    0.000    0.000 message_listener.py:40(MessageListener)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 _common.py:289(NoSuchProcess)
        1    0.000    0.000    0.000    0.000 _common.py:591(deprecated_method)
        1    0.000    0.000    0.000    0.000 pynvml.py:471(c_nvmlBAR1Memory_t)
        1    0.000    0.000    0.000    0.000 pynvml.py:489(c_nvmlProcessInfo_t)
        1    0.000    0.000    0.000    0.000 pynvml.py:508(c_nvmlEccErrorCounts_t)
        1    0.000    0.000    0.000    0.000 pynvml.py:530(c_nvmlValue_t)
        1    0.000    0.000    0.000    0.000 viz.py:5(Visualize)
        1    0.000    0.000    0.000    0.000 reporting.py:77(Reporter)
        1    0.000    0.000    0.000    0.000 __init__.py:105(PEP440Warning)
        1    0.000    0.000    0.000    0.000 __init__.py:1909(PathMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:1934(EggMetadata)
        2    0.000    0.000    0.000    0.000 __init__.py:2676(version)
        1    0.000    0.000    0.000    0.000 __init__.py:3087(RequirementParseError)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1455(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2398(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2504(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2545(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3097(_PositionToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3180(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3233(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3850(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3888(OneOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4278(Group)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4299(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4364(Suppress)
        1    0.000    0.000    0.000    0.000 platform.py:52(is_darwin)
        1    0.000    0.000    0.000    0.000 events.py:278(DirCreatedEvent)
        2    0.000    0.000    0.000    0.000 winapi.py:238(<lambda>)
        1    0.000    0.000    0.000    0.000 polling.py:122(PollingObserver)
        1    0.000    0.000    0.000    0.000 file_stream.py:38(JsonlFilePolicy)
        1    0.000    0.000    0.000    0.000 __init__.py:519(DoubleStorage)
        1    0.000    0.000    0.000    0.000 _utils.py:393(KeyErrorMessage)
        1    0.000    0.000    0.000    0.000 serialization.py:240(_open_zipfile_reader)
        1    0.000    0.000    0.000    0.000 tarfile.py:287(TruncatedHeaderError)
        2    0.000    0.000    0.000    0.000 __init__.py:109(is_initialized)
        1    0.000    0.000    0.000    0.000 pickletools.py:948(StackObject)
        1    0.000    0.000    0.000    0.000 pickletools.py:2550(_Example)
        1    0.000    0.000    0.000    0.000 package_importer.py:576(_ExternNode)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2137(_TypeAliasForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2244(ParamSpecArgs)
        1    0.000    0.000    0.000    0.000 conv.py:1081(_ConvTransposeMixin)
        1    0.000    0.000    0.000    0.000 activation.py:277(Sigmoid)
        1    0.000    0.000    0.000    0.000 activation.py:338(Tanh)
        1    0.000    0.000    0.000    0.000 activation.py:1134(Tanhshrink)
        1    0.000    0.000    0.000    0.000 pooling.py:245(_MaxUnpoolNd)
        1    0.000    0.000    0.000    0.000 batchnorm.py:229(BatchNorm1d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:303(LazyBatchNorm1d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:443(BatchNorm3d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:516(LazyBatchNorm3d)
        1    0.000    0.000    0.000    0.000 function.py:258(InplaceFunction)
        1    0.000    0.000    0.000    0.000 _asserts.py:30(UsageError)
        1    0.000    0.000    0.000    0.000 profiler.py:1378(EnforceUnique)
        1    0.000    0.000    0.000    0.000 dropout.py:61(Dropout2d)
        1    0.000    0.000    0.000    0.000 dropout.py:187(FeatureAlphaDropout)
        1    0.000    0.000    0.000    0.000 fused.py:5(_FusedModule)
        1    0.000    0.000    0.000    0.000 fused.py:44(ConvBn1d)
        1    0.000    0.000    0.000    0.000 fused.py:80(ConvBn3d)
        1    0.000    0.000    0.000    0.000 fused.py:89(ConvBnReLU3d)
        1    0.000    0.000    0.000    0.000 fused.py:108(BNReLU3d)
        1    0.000    0.000    0.000    0.000 frontend.py:326(Builder)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:108(JitTypeTraceStoreLogger)
        1    0.000    0.000    0.000    0.000 _trace.py:290(TracingCheckError)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:461(CosineAnnealingLR)
        1    0.000    0.000    0.000    0.000 spawn.py:153(SpawnContext)
        1    0.000    0.000    0.000    0.000 std.py:217(EMA)
        1    0.000    0.000    0.000    0.000 utils.py:166(CallbackIOWrapper)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:106(should_wrap)
        1    0.000    0.000    0.000    0.000 ansi.py:25(AnsiCodes)
        1    0.000    0.000    0.000    0.000 ansi.py:93(AnsiStyle)
        1    0.000    0.000    0.000    0.000 constraints.py:258(_IntegerLessThan)
        1    0.000    0.000    0.000    0.000 constraints.py:277(_IntegerGreaterThan)
        1    0.000    0.000    0.000    0.000 constraints.py:321(_GreaterThanEq)
        1    0.000    0.000    0.000    0.000 constraints.py:338(_LessThan)
        1    0.000    0.000    0.000    0.000 constraints.py:391(_Simplex)
        1    0.000    0.000    0.000    0.000 stubs.py:21(DeQuantStub)
        1    0.000    0.000    0.000    0.000 fetch.py:38(_MapDatasetFetcher)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(MisconfigurationException)
        1    0.000    0.000    0.000    0.000 metadata.py:37(PackageNotFoundError)
        1    0.000    0.000    0.000    0.000 metadata.py:145(FileHash)
        1    0.000    0.000    0.000    0.000 caching.py:410(AllBytes)
        1    0.000    0.000    0.000    0.000 data_parallel.py:39(LightningDistributedDataParallel)
        1    0.000    0.000    0.000    0.000 _deprecation_warning.py:1(SetuptoolsDeprecationWarning)
        1    0.000    0.000    0.000    0.000 config.py:19(StaticModule)
        1    0.000    0.000    0.000    0.000 errors.py:188(CancelledError)
        1    0.000    0.000    0.000    0.000 errors.py:208(UnknownError)
        1    0.000    0.000    0.000    0.000 errors.py:264(NotFoundError)
        1    0.000    0.000    0.000    0.000 errors.py:445(UnavailableError)
        1    0.000    0.000    0.000    0.000 gfile.py:62(register_filesystem)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:150(ArgumentSerializer)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:455(ListSerializer)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:517(EnumClassSerializer)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:534(BaseListParser)
        1    0.000    0.000    0.000    0.000 _exceptions.py:33(Error)
        2    0.000    0.000    0.000    0.000 _flag.py:116(value)
        1    0.000    0.000    0.000    0.000 _flag.py:345(EnumClassFlag)
        2    0.000    0.000    0.000    0.000 _flagvalues.py:149(_flags)
        2    0.000    0.000    0.000    0.000 _flagvalues.py:152(flags_by_module_dict)
        1    0.000    0.000    0.000    0.000 __init__.py:62(DOMException)
        1    0.000    0.000    0.000    0.000 minidom.py:643(__init__)
        1    0.000    0.000    0.000    0.000 minidom.py:1406(Notation)
        1    0.000    0.000    0.000    0.000 model_connector.py:17(ModelConnector)
        1    0.000    0.000    0.000    0.000 rgb.py:359(RgbaToBgr)
        1    0.000    0.000    0.000    0.000 rgb.py:411(LinearRgbToRgb)
        1    0.000    0.000    0.000    0.000 xyz.py:94(XyzToRgb)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of 'nt.ScandirIterator' objects}
        1    0.000    0.000    0.000    0.000 shutil.py:79(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:85(RegistryError)
        1    0.000    0.000    0.000    0.000 threading.py:469(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:1272(_MainThread)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:22(UsageError)
        1    0.000    0.000    0.000    0.000 __init__.py:163(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:167(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:175(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:192(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:196(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:200(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:221(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:228(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:254(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:259(c_wchar)
        1    0.000    0.000    0.000    0.000 __init__.py:415(HRESULT)
        1    0.000    0.000    0.000    0.000 wintypes.py:128(FILETIME)
        1    0.000    0.000    0.000    0.000 six.py:402(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 config_util.py:17(ConfigError)
        1    0.000    0.000    0.000    0.000 util.py:614(WandBJSONEncoderOld)
        1    0.000    0.000    0.000    0.000 util.py:625(WandBHistoryJSONEncoder)
        1    0.000    0.000    0.000    0.000 util.py:637(JSONEncoderUncompressed)
        1    0.000    0.000    0.000    0.000 random.py:806(seed)
        1    0.000    0.000    0.000    0.000 tokens.py:17(DirectiveToken)
        1    0.000    0.000    0.000    0.000 tokens.py:25(DocumentStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:28(DocumentEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:31(StreamStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:51(FlowSequenceStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:60(FlowMappingEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:89(TagToken)
        1    0.000    0.000    0.000    0.000 tokens.py:96(ScalarToken)
